id	label	cis_code	generic_type	elt_number	drug_name
921	DOCETAXEL TRIHYDRATE équivalant à 20 mg/0,5 ml DOCETAXEL - TAXOTERE 20 mg/0,5 ml, solution à diluer et solvant pour perfusion.	66082514	1	2	
921	DOCETAXEL TRIHYDRATE équivalant à 20 mg/0,5 ml DOCETAXEL - TAXOTERE 20 mg/0,5 ml, solution à diluer et solvant pour perfusion.	65538032	1	3	
922	DOCETAXEL TRIHYDRATE équivalant à 80 mg/2 ml DOCETAXEL  - TAXOTERE 80 mg/2 ml, solution à diluer et solvant pour perfusion.	60044108	0	1	
922	DOCETAXEL TRIHYDRATE équivalant à 80 mg/2 ml DOCETAXEL  - TAXOTERE 80 mg/2 ml, solution à diluer et solvant pour perfusion.	68509114	1	2	
923	EXEMESTANE 25 mg - AROMASINE 25 mg, comprimé enrobé.	65335854	1	3	
923	EXEMESTANE 25 mg - AROMASINE 25 mg, comprimé enrobé.	65294076	1	5	
923	EXEMESTANE 25 mg - AROMASINE 25 mg, comprimé enrobé.	64076434	1	10	
923	EXEMESTANE 25 mg - AROMASINE 25 mg, comprimé enrobé.	67478769	1	11	
923	EXEMESTANE 25 mg - AROMASINE 25 mg, comprimé enrobé.	61072562	1	17	
924	PHOLCODINE 131 mg/100 ml - BIOCALYPTOL 6,55 mg/5 ml SANS SUCRE, sirop édulcoré à la saccharine sodique et au maltitol liquide.	62034116	1	2	
925	PHOLCODINE 131 mg/100 ml - BIOCALYPTOL, sirop.	60572881	1	2	
929	OMEPRAZOLE MAGNESIUM équivalant à 20 mg OMEPRAZOLE - OMEPRAZOLE BAYER 20 mg, comprimé gastro-résistant.	64305783	0	1	
929	OMEPRAZOLE MAGNESIUM équivalant à 20 mg OMEPRAZOLE - OMEPRAZOLE BAYER 20 mg, comprimé gastro-résistant.	68341990	1	3	
930	MOXIFLOXACINE (CHLORHYDRATE DE) équivalant à MOXIFLOXACINE  400 mg - OCTEGRA 400 mg, comprimé pelliculé -IZILOX 400 mg, comprimé pelliculé	63059670	0	1	
930	MOXIFLOXACINE (CHLORHYDRATE DE) équivalant à MOXIFLOXACINE  400 mg - OCTEGRA 400 mg, comprimé pelliculé -IZILOX 400 mg, comprimé pelliculé	65521531	1	3	
931	PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATE équivalant à  PRAMIPEXOLE 1,1 mg - SIFROL 1,1 mg, comprimé.	61113009	0	1	
931	PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATE équivalant à  PRAMIPEXOLE 1,1 mg - SIFROL 1,1 mg, comprimé.	63121691	1	2	
931	PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATE équivalant à  PRAMIPEXOLE 1,1 mg - SIFROL 1,1 mg, comprimé.	60469550	1	3	
931	PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATE équivalant à  PRAMIPEXOLE 1,1 mg - SIFROL 1,1 mg, comprimé.	67812927	1	4	
932	TEMOZOLOMIDE 180 mg - TEMODAL 180 mg, gélule.	62935096	1	2	
932	TEMOZOLOMIDE 180 mg - TEMODAL 180 mg, gélule.	69573276	1	5	
933	TEMOZOLOMIDE 5 mg - TEMODAL 5 mg, gélule.	67442641	1	2	
933	TEMOZOLOMIDE 5 mg - TEMODAL 5 mg, gélule.	66368889	1	5	
934	TEMOZOLOMIDE 250 mg - TEMODAL 250 mg, gélule.	65988104	1	2	
934	TEMOZOLOMIDE 250 mg - TEMODAL 250 mg, gélule.	62899458	1	5	
935	TEMOZOLOMIDE 20 mg - TEMODAL 20 mg, gélule.	62537701	1	2	
935	TEMOZOLOMIDE 20 mg - TEMODAL 20 mg, gélule.	67992884	1	5	
936	TEMOZOLOMIDE 100 mg - TEMODAL 100 mg, gélule.	60822915	1	2	
936	TEMOZOLOMIDE 100 mg - TEMODAL 100 mg, gélule.	60024931	1	5	
937	TEMOZOLOMIDE 140 mg - TEMODAL 140 mg, gélule.	62913872	1	2	
937	TEMOZOLOMIDE 140 mg - TEMODAL 140 mg, gélule.	63855589	1	5	
1100	CÉLÉCOXIB 200 mg - CELEBREX 200 mg, gélule	61388368	1	12	
939	TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé.	66982809	1	3	
939	TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé.	67189202	1	4	
939	TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé.	63293851	1	5	
939	TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé.	68467430	1	6	
939	TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé.	67402789	1	7	
939	TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé.	64305616	1	8	
939	TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé.	60626336	1	10	
939	TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé.	67087934	1	11	
939	TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé.	60798040	1	12	
939	TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé.	60727463	1	13	
940	TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé.	60801433	1	3	
940	TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé.	61634019	1	5	
940	TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé.	66144859	1	6	
940	TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé.	67370932	1	12	
940	TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé.	68047686	1	14	
940	TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé.	60088332	1	19	
941	TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé.	68706065	1	3	
941	TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé.	69471702	1	5	
941	TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé.	66218448	1	6	
941	TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé.	63260082	1	12	
941	TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé.	68979256	1	14	
941	TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé.	67861917	1	19	
942	MEROPENEM TRIHYDRATE équivalant à MEROPENEM 1 g - MERONEM 1 g,  poudre pour solution injectable ou pour perfusion.	65241522	1	4	
942	MEROPENEM TRIHYDRATE équivalant à MEROPENEM 1 g - MERONEM 1 g,  poudre pour solution injectable ou pour perfusion.	62088733	1	6	
942	MEROPENEM TRIHYDRATE équivalant à MEROPENEM 1 g - MERONEM 1 g,  poudre pour solution injectable ou pour perfusion.	66423588	1	9	
943	MEROPENEM TRIHYDRATE équivalant à MEROPENEM 500 mg - MERONEM 500 mg,  poudre pour solution injectable ou pour perfusion.	61550884	0	1	
943	MEROPENEM TRIHYDRATE équivalant à MEROPENEM 500 mg - MERONEM 500 mg,  poudre pour solution injectable ou pour perfusion.	61251960	1	4	
943	MEROPENEM TRIHYDRATE équivalant à MEROPENEM 500 mg - MERONEM 500 mg,  poudre pour solution injectable ou pour perfusion.	67160948	1	5	
943	MEROPENEM TRIHYDRATE équivalant à MEROPENEM 500 mg - MERONEM 500 mg,  poudre pour solution injectable ou pour perfusion.	68983322	1	6	
943	MEROPENEM TRIHYDRATE équivalant à MEROPENEM 500 mg - MERONEM 500 mg,  poudre pour solution injectable ou pour perfusion.	61659264	1	8	
947	CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable.	69465051	1	9	
947	CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable.	68125074	1	16	
948	CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable.	63367038	1	9	
948	CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable.	66740802	1	16	
951	NALTREXONE (CHLORHYDRATE DE) 50 mg - NALOREX 50 mg, comprimé pelliculé sécable.	69245913	0	1	
952	OXOMEMAZINE 0,33 mg/ml - TOPLEXIL 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique.	65340100	1	9	
952	OXOMEMAZINE 0,33 mg/ml - TOPLEXIL 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique.	69082569	1	10	
953	RIBAVIRINE 400 mg - COPEGUS 400 mg, comprimé pelliculé.	66477340	1	2	
953	RIBAVIRINE 400 mg - COPEGUS 400 mg, comprimé pelliculé.	67426103	1	4	
953	RIBAVIRINE 400 mg - COPEGUS 400 mg, comprimé pelliculé.	69209283	1	6	
954	RIBAVIRINE 200 mg - COPEGUS 200 mg, comprimé pelliculé.	66985730	1	2	
954	RIBAVIRINE 200 mg - COPEGUS 200 mg, comprimé pelliculé.	64866097	1	4	
954	RIBAVIRINE 200 mg - COPEGUS 200 mg, comprimé pelliculé.	64268961	1	6	
956	MINOXIDIL 2 % - ALOSTIL 2 POUR CENT, solution pour application cutanée - REGAINE 2 POUR CENT, solution pour application cutanée.	67661578	0	2	
957	IBANDRONATE MONOSODIQUE MONOHYDRATE équivalant à ACIDE IBANDRONIQUE 50 mg - BONDRONAT 50 mg, comprimé pelliculé.	64593392	1	1	
960	RIVASTIGMINE (HYDROGENOTARTRATE DE) équivalant à RIVASTIGMINE 2 mg/ml - EXELON 2 mg/ml, solution buvable.	66126409	1	2	
963	RALOXIFENE (CHLORHYDRATE DE) 60 mg - EVISTA 60 mg, comprimé pelliculé - OPTRUMA 60 mg, comprimé pelliculé	61210159	1	9	
964	KETAMINE (CHLORHYDRATE DE) équivalant à KETAMINE 50 mg/5 ml - KETALAR 10 mg/ml, solution injectable.	61563134	0	1	
967	KETAMINE (CHLORHYDRATE DE) équivalant à KETAMINE 250 mg5 ml - KETALAR 50 mg/ml, solution injectable.	69431444	0	1	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	65830360	4	2	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	61471344	4	3	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	69004563	1	4	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	60228791	1	5	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	68695170	1	7	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	67778510	1	12	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	62059094	1	14	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	66763637	4	17	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	68576650	1	19	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	69221022	4	21	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	63598319	1	22	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	65039289	4	24	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	69875456	1	26	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	69514819	4	27	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	69005327	1	29	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	65089192	1	30	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	62556858	1	33	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	61631165	4	36	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	67055616	1	37	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	66114830	4	38	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	61683055	1	39	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	66096161	1	40	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	65120061	1	41	
968	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.	62071381	1	42	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	69000230	4	2	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	69836147	4	3	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	66612756	1	4	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	61134569	1	5	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	65919873	1	7	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	63363342	1	12	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	66570467	1	14	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	67717735	4	17	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	60620963	1	19	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	60326890	4	21	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	65010896	1	22	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	62640441	1	25	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	62789403	4	26	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	62923852	1	28	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	62276532	1	31	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	65596092	4	34	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	60784820	1	35	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	62468237	1	36	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	64368456	4	37	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	68796365	1	38	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	66352600	4	39	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	67072996	1	40	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	62919619	1	41	
969	ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.	66860602	1	42	
971	RABEPRAZOLE SODIQUE 10 mg - PARIET 10 mg, comprimé gastro-résistant.	67625856	1	6	
971	RABEPRAZOLE SODIQUE 10 mg - PARIET 10 mg, comprimé gastro-résistant.	65243224	1	12	
971	RABEPRAZOLE SODIQUE 10 mg - PARIET 10 mg, comprimé gastro-résistant.	66788804	1	15	
972	RABEPRAZOLE SODIQUE 20 mg - PARIET 20 mg, comprimé gastro-résistant.	67462665	1	2	
972	RABEPRAZOLE SODIQUE 20 mg - PARIET 20 mg, comprimé gastro-résistant.	68179809	1	7	
972	RABEPRAZOLE SODIQUE 20 mg - PARIET 20 mg, comprimé gastro-résistant.	62097102	1	13	
972	RABEPRAZOLE SODIQUE 20 mg - PARIET 20 mg, comprimé gastro-résistant.	64970427	1	15	
979	IRBESARTAN 150 mg + HYDROCHLOROTHIAZIDE 12,5 mg - COAPROVEL 150 mg/12,5 mg, comprimé pelliculé.	61234555	1	5	
979	IRBESARTAN 150 mg + HYDROCHLOROTHIAZIDE 12,5 mg - COAPROVEL 150 mg/12,5 mg, comprimé pelliculé.	69147369	1	6	
979	IRBESARTAN 150 mg + HYDROCHLOROTHIAZIDE 12,5 mg - COAPROVEL 150 mg/12,5 mg, comprimé pelliculé.	68415608	1	12	
979	IRBESARTAN 150 mg + HYDROCHLOROTHIAZIDE 12,5 mg - COAPROVEL 150 mg/12,5 mg, comprimé pelliculé.	67555468	1	14	
980	IRBESARTAN 300 mg + HYDROCHLOROTHIAZIDE 25 mg - COAPROVEL 300 mg/25 mg, comprimé pelliculé.	64166497	1	5	
980	IRBESARTAN 300 mg + HYDROCHLOROTHIAZIDE 25 mg - COAPROVEL 300 mg/25 mg, comprimé pelliculé.	64662917	1	6	
980	IRBESARTAN 300 mg + HYDROCHLOROTHIAZIDE 25 mg - COAPROVEL 300 mg/25 mg, comprimé pelliculé.	66181238	1	12	
980	IRBESARTAN 300 mg + HYDROCHLOROTHIAZIDE 25 mg - COAPROVEL 300 mg/25 mg, comprimé pelliculé.	66416259	1	14	
981	IRBESARTAN 300 mg + HYDROCHLOROTHIAZIDE 12,5 mg - COAPROVEL 300 mg/12,5 mg, comprimé pelliculé.	64222615	1	5	
981	IRBESARTAN 300 mg + HYDROCHLOROTHIAZIDE 12,5 mg - COAPROVEL 300 mg/12,5 mg, comprimé pelliculé.	68948481	1	6	
981	IRBESARTAN 300 mg + HYDROCHLOROTHIAZIDE 12,5 mg - COAPROVEL 300 mg/12,5 mg, comprimé pelliculé.	63104172	1	12	
981	IRBESARTAN 300 mg + HYDROCHLOROTHIAZIDE 12,5 mg - COAPROVEL 300 mg/12,5 mg, comprimé pelliculé.	69851220	1	14	
983	RISEDRONATE MONOSODIQIUE HEMIPENTAHYDRATE équivalant à RISEDRONATE MONOSODIQUE 30 mg - ACTONEL 30 mg, comprimé pelliculé.	68737908	1	2	
986	TOPOTECANE (CHLORHYDRATE DE) équivalant à TOPOTECANE 1 mg/ml - HYCAMTIN 1 mg, poudre pour solution à diluer pour perfusion (FLACON de 1 mg).	64867427	0	1	
986	TOPOTECANE (CHLORHYDRATE DE) équivalant à TOPOTECANE 1 mg/ml - HYCAMTIN 1 mg, poudre pour solution à diluer pour perfusion (FLACON de 1 mg).	68038089	1	2	
986	TOPOTECANE (CHLORHYDRATE DE) équivalant à TOPOTECANE 1 mg/ml - HYCAMTIN 1 mg, poudre pour solution à diluer pour perfusion (FLACON de 1 mg).	61058370	1	3	
986	TOPOTECANE (CHLORHYDRATE DE) équivalant à TOPOTECANE 1 mg/ml - HYCAMTIN 1 mg, poudre pour solution à diluer pour perfusion (FLACON de 1 mg).	61255791	1	4	
987	TOPOTÉCANE (CHLORHYDRATE DE) équivalant à TOPOTECANE 4 mg/ml - HYCAMTIN 4 mg, poudre pour solution à diluer pour perfusion (FLACON de 4 mg).	66489524	1	3	
987	TOPOTÉCANE (CHLORHYDRATE DE) équivalant à TOPOTECANE 4 mg/ml - HYCAMTIN 4 mg, poudre pour solution à diluer pour perfusion (FLACON de 4 mg).	61255791	1	4	
991	CISPLATINE 1 mg/ml - CISPLATYL 10 mg/10 ml, solution injectable pour perfusion (I.V.) en flacon (FLACON de 10 ml).	67178526	0	1	
992	CISPLATINE 1 mg/ml - CISPLATYL 25 mg/25 ml, solution injectable pour perfusion (I.V.) en flacon (FLACON de 25 ml).	66479537	0	1	
993	CISPLATINE 1 mg/ml - CISPLATYL 50 mg/50 ml, solution injectable pour perfusion (I.V.) en flacon (FLACON de 50 ml).	62245120	0	1	
994	MONTELUKAST SODIQUE équivalant à MONTELUKAST 4 mg - SINGULAIR 4 mg, comprimé à croquer.	69265638	1	2	
994	MONTELUKAST SODIQUE équivalant à MONTELUKAST 4 mg - SINGULAIR 4 mg, comprimé à croquer.	62197519	1	3	
994	MONTELUKAST SODIQUE équivalant à MONTELUKAST 4 mg - SINGULAIR 4 mg, comprimé à croquer.	62735455	1	4	
994	MONTELUKAST SODIQUE équivalant à MONTELUKAST 4 mg - SINGULAIR 4 mg, comprimé à croquer.	64758381	1	5	
994	MONTELUKAST SODIQUE équivalant à MONTELUKAST 4 mg - SINGULAIR 4 mg, comprimé à croquer.	62062165	1	6	
994	MONTELUKAST SODIQUE équivalant à MONTELUKAST 4 mg - SINGULAIR 4 mg, comprimé à croquer.	66581944	1	8	
994	MONTELUKAST SODIQUE équivalant à MONTELUKAST 4 mg - SINGULAIR 4 mg, comprimé à croquer.	64560734	1	9	
996	ETHINYLESTRADIOL BETADEX-CLATHRATE équivalant à ETHINYLESTRADIOL 0,02 mg + DROSPIRENONE 3 mg - JASMINELLECONTINU 0,02 mg/3 mg, comprimé pelliculé	65651329	1	5	
997	ETHINYLESTRADIOL BETADEX-CLATHRATE équivalant à ETHINYLESTRADIOL 0,02 mg + DROSPIRENONE 3 mg - JASMINELLE 0,02 mg/3 mg, comprimé pelliculé.	67825052	1	6	
997	ETHINYLESTRADIOL BETADEX-CLATHRATE équivalant à ETHINYLESTRADIOL 0,02 mg + DROSPIRENONE 3 mg - JASMINELLE 0,02 mg/3 mg, comprimé pelliculé.	60555469	1	7	
997	ETHINYLESTRADIOL BETADEX-CLATHRATE équivalant à ETHINYLESTRADIOL 0,02 mg + DROSPIRENONE 3 mg - JASMINELLE 0,02 mg/3 mg, comprimé pelliculé.	61755914	1	8	
997	ETHINYLESTRADIOL BETADEX-CLATHRATE équivalant à ETHINYLESTRADIOL 0,02 mg + DROSPIRENONE 3 mg - JASMINELLE 0,02 mg/3 mg, comprimé pelliculé.	63006123	1	9	
998	ETHINYLESTRADIOL 0,03 mg + DROSPIRENONE 3 mg - JASMINE 0,03 mg/3 mg, comprimé pelliculé	66879969	1	6	
1025	LEVETIRACETAM 1000 mg - KEPPRA 1000 mg, comprimé pelliculé.	62373166	1	28	
998	ETHINYLESTRADIOL 0,03 mg + DROSPIRENONE 3 mg - JASMINE 0,03 mg/3 mg, comprimé pelliculé	62449361	1	7	
998	ETHINYLESTRADIOL 0,03 mg + DROSPIRENONE 3 mg - JASMINE 0,03 mg/3 mg, comprimé pelliculé	61254668	1	8	
1002	TIANEPTINE SODIQUE 12,5 mg - STABLON 12,5 mg, comprimé enrobé.	65549908	1	4	
1003	VANCOMYCINE (CHLORHYDRATE DE) équivalant à VANCOMYCINE 500 mg - VANCOCINE 500 mg IV, poudre pour solution injectable (IV).	67312982	0	1	
1004	VANCOMYCINE (CHLORHYDRATE DE) équivalant à VANCOMYCINE 1 g - VANCOCINE 1 g, poudre pour solution injectable (IV).	64033753	0	1	
1005	LIDOCAÏNE (CHLORHYDRATE DE) 10 mg - XYLOCAINE 10mg/ml SANS CONSERVATEUR, solution injectable.	65471110	1	4	
1011	PETHIDINE (CHLORHYDRATE DE) 50 mg/ml - DOLOSAL 100 mg/2 ml, solution injectable.	61342940	0	1	
1012	KETOPROFENE 100 mg - BI PROFENID LP 100 mg, comprimé sécable à libération prolongée.	69640472	1	6	
1012	KETOPROFENE 100 mg - BI PROFENID LP 100 mg, comprimé sécable à libération prolongée.	68476486	1	9	
1013	HYDROXYZINE (CHLORHYDATE DE) 100 mg/2 ml - ATARAX 100 mg/2 ml, solution injectable.	62129112	0	1	
1022	GLICLAZIDE 60 mg - DIAMICRON 60 mg, comprimé sécable à libération modifiée.	66961213	1	2	
1022	GLICLAZIDE 60 mg - DIAMICRON 60 mg, comprimé sécable à libération modifiée.	67137038	1	4	
1022	GLICLAZIDE 60 mg - DIAMICRON 60 mg, comprimé sécable à libération modifiée.	64482627	1	14	
